2024-11-04 15:37:03.484 -05:00 [INF] Log output directed to D:\Projects\Git\MAAS_PhotonInfluenceMatrixCalc\Source_C#\bin\release\logs\influence-matrix-2024-11-04@15-37-03.txt
2024-11-04 15:37:07.371 -05:00 [INF] Opening Patient "LUNG1-005"
2024-11-04 15:47:17.168 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.328 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.493 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.658 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.824 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:17.978 -05:00 [INF] Progress: Beamlet 600/595.
2024-11-04 15:47:24.304 -05:00 [INF] Progress: Dose calculation completed.
2024-11-04 15:47:24.313 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:24.476 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:24.640 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:24.821 -05:00 [INF] Progress: GetDosePoints completed.
2024-11-04 15:47:24.974 -05:00 [INF] Progress: Finalizing beam Template Beam.
2024-11-04 15:49:13.972 -05:00 [INF] Influence matrix calculation finished.
